City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,chui,-33.6895,-53.4547,284.66,74,56,3.9,BR,2023-07-23
347,nemuro,43.3301,145.5829,289.4,98,100,4.75,JP,2023-07-23
348,baoqing,46.3236,132.1987,296.98,87,63,5.03,CN,2023-07-23
349,corner brook,48.9532,-57.9474,294.06,98,100,2.29,CA,2023-07-23
350,porto velho,-8.7495,-63.8735,299.18,73,0,0.51,BR,2023-07-23
351,ofunato,39.0818,141.7084,299.01,72,100,1.81,JP,2023-07-23
352,catio,11.2836,-15.2547,298.82,89,86,2.28,GW,2023-07-23
353,sinop,42.0266,35.1512,296.97,79,41,5.22,TR,2023-07-23
354,kamloops,50.6758,-120.3394,305.53,24,40,1.34,CA,2023-07-23
355,zakamensk,50.3778,103.2915,285.64,96,35,1.07,RU,2023-07-23
356,celestun,20.8604,-90.3994,302.65,76,20,7.51,MX,2023-07-23
357,villa alberto andres alvarado aramburo,27.6417,-113.3806,312.24,18,3,6.3,MX,2023-07-23
358,challapata,-18.9022,-66.775,282.69,17,0,0.71,BO,2023-07-23
359,katsuura,35.1522,140.3207,299.09,71,43,1.16,JP,2023-07-23
360,orapa,-21.3362,25.365,288.02,33,7,2.76,BW,2023-07-23
361,plettenberg bay,-34.0528,23.3694,283.71,83,40,4.31,ZA,2023-07-23
362,troitskoye,55.2469,37.6271,288.08,95,59,2.93,RU,2023-07-23
363,nikshahr,26.226,60.2162,301.35,73,100,1.67,IR,2023-07-23
364,kone,-21.0608,164.8619,295.34,44,5,1.62,NC,2023-07-23
365,noumea,-22.2745,166.4424,295.16,99,13,1.12,NC,2023-07-23
366,banda aceh,5.5528,95.3193,299.58,71,92,5.91,ID,2023-07-23
367,ridder,50.3389,83.5062,287.9,59,94,1.14,KZ,2023-07-23
368,fort-shevchenko,44.5086,50.2619,301.12,52,8,5.06,KZ,2023-07-23
369,hotan,37.1127,79.9112,300.61,28,100,1.91,CN,2023-07-23
370,ahau,-12.501,177.0479,300.55,77,92,9.37,FJ,2023-07-23
371,vryburg,-26.9553,24.7301,283.85,22,98,2.48,ZA,2023-07-23
372,katabu,10.6948,7.5116,293.46,94,100,1.62,NG,2023-07-23
373,taroa,12.43,-71.5763,300.27,85,100,10.66,CO,2023-07-23
374,puerto baquerizo moreno,-0.9026,-89.6102,298.1,80,92,5.48,EC,2023-07-23
375,cabo san lucas,22.8939,-109.9201,305.85,79,100,4.12,MX,2023-07-23
376,tommot,58.9685,126.2669,294.21,77,20,1.06,RU,2023-07-23
377,yarrawonga,-36.0142,146.0063,279.85,81,0,1.39,AU,2023-07-23
378,ciudad lazaro cardenas,20.4622,-97.6991,301.81,66,97,2.2,MX,2023-07-23
379,mombetsu,44.3565,143.3545,292.3,97,100,1.31,JP,2023-07-23
380,lupane,-18.9347,27.7728,285.79,66,0,2.24,ZW,2023-07-23
381,vredenburg,-32.9067,17.99,283.09,81,0,3.69,ZA,2023-07-23
382,cairns city,-16.9178,145.7757,293.25,56,100,3.09,AU,2023-07-23
383,anabar,-0.5078,166.9521,301.81,71,2,2.21,NR,2023-07-23
384,tofol,5.326,163.0087,299.03,94,100,1.54,FM,2023-07-23
385,mocorito,25.4802,-107.92,307.12,41,30,4.86,MX,2023-07-23
386,san jose de feliciano,-30.3854,-58.7507,288.05,55,67,5.57,AR,2023-07-23
387,tual,-5.639,132.7429,298.31,78,99,11.82,ID,2023-07-23
388,kayangel,8.0822,134.719,301.73,75,100,7.01,PW,2023-07-23
389,ouadda,8.0716,22.3962,293.8,95,20,1.64,CF,2023-07-23
390,los lunas,34.8142,-106.7613,310.14,17,2,0.89,US,2023-07-23
391,sulak,38.0187,40.9225,298.4,41,0,2.06,TR,2023-07-23
392,machakos,-1.5212,37.2661,287.13,86,60,0.78,KE,2023-07-23
393,new plymouth,-39.058,174.0806,283.51,83,100,1.42,NZ,2023-07-23
394,namibe,-15.1951,12.1458,290.67,74,51,4.72,AO,2023-07-23
395,sumter,33.9204,-80.3415,302.28,70,40,9.77,US,2023-07-23
396,myeik,12.432,98.5956,297.96,89,100,1.17,MM,2023-07-23
397,vilyuysk,63.7541,121.6265,296.61,59,14,3.06,RU,2023-07-23
398,petropavlovka,44.8968,34.1475,292.06,58,65,0.68,UA,2023-07-23
399,roschinskiy,53.2669,40.0039,286.23,95,32,2.9,RU,2023-07-23
400,sydney,-33.868,151.21,286.81,92,75,3.6,AU,2023-07-23
401,rio tuba,8.5288,117.4345,299.95,85,100,4.18,PH,2023-07-23
402,holualoa,19.6238,-155.9536,299.44,86,3,2.68,US,2023-07-23
403,la libertad,17.6864,-91.7211,300.45,50,100,4.44,MX,2023-07-23
404,saint-louis du nord,19.9334,-72.7209,301.85,79,23,7.53,HT,2023-07-23
405,turkmenbasy,40.0053,52.9929,302.24,35,42,3.65,TM,2023-07-23
406,quellon,-43.12,-73.6203,276.42,93,100,0.0,CL,2023-07-23
407,cable beach,-17.9328,122.2137,286.12,44,4,5.14,AU,2023-07-23
408,lapua,62.9703,23.0069,286.12,98,100,1.7,FI,2023-07-23
409,kourou,5.1581,-52.6426,299.16,88,20,3.23,GF,2023-07-23
410,tsetserleg,47.4766,101.4533,284.64,78,17,2.3,MN,2023-07-23
411,filadelfia,39.9527,-75.1635,303.74,45,40,3.6,US,2023-07-23
412,san patricio,27.9695,-97.7732,312.4,41,37,7.09,US,2023-07-23
413,labytnangi,66.6615,66.3811,287.83,92,64,2.81,RU,2023-07-23
414,petrovsk-zabaykal'skiy,51.2752,108.8545,288.47,72,99,0.73,RU,2023-07-23
415,lazaro cardenas,20.225,-97.5931,303.33,67,98,1.35,MX,2023-07-23
416,yermakovskoye,53.278,92.3961,286.97,98,100,0.85,RU,2023-07-23
417,bontang,0.1237,117.4717,297.53,92,86,3.5,ID,2023-07-23
418,inekar,15.9487,3.1573,308.84,35,38,4.71,ML,2023-07-23
419,east london,-33.0154,27.904,287.4,69,100,7.04,ZA,2023-07-23
420,sodankyla,67.419,26.5902,280.51,98,11,2.33,FI,2023-07-23
421,inderbor,48.561,51.7479,300.16,32,86,3.95,KZ,2023-07-23
422,tazacorte,28.6429,-17.9326,296.53,88,40,8.23,ES,2023-07-23
423,lata,18.3983,76.5621,295.54,95,100,4.96,IN,2023-07-23
424,mejit,10.2843,170.8699,301.47,80,17,9.04,MH,2023-07-23
425,porto novo,6.4991,2.6253,296.67,95,100,2.92,BJ,2023-07-23
426,shambu,9.5665,37.1004,284.49,89,100,0.64,ET,2023-07-23
427,kargil,34.5594,76.1256,292.47,61,35,2.47,IN,2023-07-23
428,scarborough,54.2831,-0.3998,286.32,92,100,1.79,GB,2023-07-23
429,cockburn town,21.4608,-71.14,303.13,66,20,4.12,TC,2023-07-23
430,egilsstadir,65.262,-14.4035,281.09,100,100,2.57,IS,2023-07-23
431,sumbawa besar,-8.4899,117.4196,294.85,89,47,2.43,ID,2023-07-23
432,yelizovo,53.1865,158.3837,293.25,64,20,5.0,RU,2023-07-23
433,moab,38.5738,-109.5462,314.47,7,55,2.53,US,2023-07-23
434,post,33.1909,-101.3807,309.25,20,0,2.09,US,2023-07-23
435,plainview,34.1942,-101.7205,306.62,29,0,4.12,US,2023-07-23
436,novaya ladoga,60.1052,32.3148,285.92,85,11,4.2,RU,2023-07-23
437,puerto san carlos,-12.6608,-63.55,299.76,39,0,0.91,BR,2023-07-23
438,malard,35.6668,50.979,306.24,13,84,7.6,IR,2023-07-23
439,labrador city,52.9423,-66.9177,291.32,86,63,3.19,CA,2023-07-23
440,humahuaca,-23.204,-65.3488,287.1,21,0,1.24,AR,2023-07-23
441,olavarria,-36.894,-60.3227,279.56,56,100,3.53,AR,2023-07-23
442,harstad,68.9297,16.5209,283.94,97,36,0.95,NO,2023-07-23
443,manato,-23.1685,47.6493,291.12,95,12,1.75,MG,2023-07-23
444,mahibadhoo,3.7572,72.9689,301.15,79,20,4.2,MV,2023-07-23
445,dudinka,69.4061,86.1751,284.63,71,46,4.08,RU,2023-07-23
446,ghat,24.9626,10.1797,305.91,11,45,4.69,LY,2023-07-23
447,dunedin,-45.8741,170.5036,282.48,97,100,1.34,NZ,2023-07-23
448,porto seguro,-16.4435,-39.0643,296.46,83,75,2.06,BR,2023-07-23
449,le vauclin,14.5453,-60.8399,301.14,78,20,4.63,MQ,2023-07-23
450,raymond terrace,-32.7611,151.7462,288.06,100,75,3.6,AU,2023-07-23
451,arraial do cabo,-22.9663,-42.0244,294.7,86,0,9.86,BR,2023-07-23
452,ambon,47.5542,-2.5567,291.07,89,76,5.26,FR,2023-07-23
453,mutuali,-14.84,37.0042,289.93,68,50,1.55,MZ,2023-07-23
454,prairie view,30.0858,-95.9907,311.94,18,4,2.21,US,2023-07-23
455,barranca,-10.7541,-77.7609,292.92,76,4,4.02,PE,2023-07-23
456,essaouira,31.5118,-9.7621,293.46,89,0,7.98,MA,2023-07-23
457,ruskington,53.0452,-0.3967,288.63,96,100,5.14,GB,2023-07-23
458,ban houayxay,17.8609,104.6433,297.02,96,72,0.58,LA,2023-07-23
459,winnemucca,40.9724,-117.7348,310.13,8,0,5.14,US,2023-07-23
460,boda,46.0809,18.0478,293.12,88,0,1.54,HU,2023-07-23
461,montmorillon,46.425,0.8682,292.27,73,100,3.04,FR,2023-07-23
462,mukalla,14.5425,49.1231,303.79,67,100,4.73,YE,2023-07-23
463,naze,5.452,7.0567,296.07,98,97,1.8,NG,2023-07-23
464,gisborne,-38.6613,178.0206,284.99,59,2,1.5,NZ,2023-07-23
465,north saanich,48.6564,-123.4328,301.21,46,55,4.47,CA,2023-07-23
466,demre,36.2444,29.9875,305.83,29,0,4.2,TR,2023-07-23
467,ilhabela,-23.8166,-45.3687,293.37,73,0,1.88,BR,2023-07-23
468,mitu,36.1986,46.0868,294.35,43,0,1.47,IR,2023-07-23
469,belel,12.9057,1.5449,302.37,61,93,3.91,NE,2023-07-23
470,sur,33.2721,35.1964,300.99,72,0,1.34,LB,2023-07-23
471,sibay,52.7204,58.6655,286.72,64,70,1.4,RU,2023-07-23
472,ziro,27.5387,93.8154,290.55,96,100,0.32,IN,2023-07-23
473,jiangyou,31.9525,104.9347,297.17,84,100,2.34,CN,2023-07-23
474,kokopo,-4.3432,152.2687,300.69,76,98,8.45,PG,2023-07-23
475,bandarbeyla,9.4953,50.8128,298.18,70,100,13.0,SO,2023-07-23
476,akureyri,65.6839,-18.1122,282.81,93,100,0.0,IS,2023-07-23
477,sao vicente,-23.9604,-46.3847,299.43,26,1,1.9,BR,2023-07-23
478,tura,47.39,0.6889,292.47,74,0,3.6,FR,2023-07-23
479,fray luis beltran,-39.3145,-65.7585,281.07,35,100,3.92,AR,2023-07-23
480,puttalam,8.0297,79.8288,299.55,84,100,8.65,LK,2023-07-23
481,prince rupert,54.3127,-130.3255,288.84,82,99,1.03,CA,2023-07-23
482,taulaga,-11.0553,-171.0884,301.6,74,11,5.16,AS,2023-07-23
483,fria,10.363,-13.5812,296.73,97,99,0.56,GN,2023-07-23
484,sechura,-5.5575,-80.8223,297.87,65,2,8.25,PE,2023-07-23
485,grande prairie,55.1695,-118.7922,297.88,40,100,3.83,CA,2023-07-23
486,el haouaria,37.0498,11.0116,303.61,55,0,6.67,TN,2023-07-23
487,chany,55.3081,76.7596,288.74,95,82,1.91,RU,2023-07-23
488,kill devil hills,36.0321,-75.6776,301.15,73,0,3.09,US,2023-07-23
489,pangody,65.8566,74.4948,290.37,74,73,2.65,RU,2023-07-23
490,sisimiut,66.9372,-53.6665,280.06,86,93,0.75,GL,2023-07-23
491,kirovskoye,42.9364,74.8513,292.69,34,0,1.59,KG,2023-07-23
492,piriapolis,-34.8689,-55.2724,285.31,79,0,6.17,UY,2023-07-23
493,songea,-10.6787,35.6484,289.46,72,92,0.55,TZ,2023-07-23
494,sovetskaya gavan',48.9663,140.285,290.71,92,85,3.19,RU,2023-07-23
495,cantilan,9.3347,125.9804,299.72,78,100,2.99,PH,2023-07-23
496,riohacha,11.5352,-72.912,303.06,63,100,5.41,CO,2023-07-23
497,nouadhibou,20.9127,-17.0503,297.11,69,72,7.72,MR,2023-07-23
498,ruidoso,33.3316,-105.6731,304.79,18,20,6.69,US,2023-07-23
499,casper,42.8501,-106.3251,308.59,18,0,8.23,US,2023-07-23
500,bisbee,31.4482,-109.9284,307.3,26,74,2.24,US,2023-07-23
501,murun-kuren,49.6285,100.1746,285.71,73,7,1.29,MN,2023-07-23
502,tindouf,27.6718,-8.1397,306.14,24,44,4.74,DZ,2023-07-23
503,thal,46.5656,10.783,286.11,89,79,1.46,IT,2023-07-23
504,juegang,32.3154,121.1876,300.36,88,1,1.51,CN,2023-07-23
505,pupri,26.4707,85.7017,303.05,72,100,2.62,IN,2023-07-23
506,al quwayrah,15.1352,48.3305,301.59,41,100,5.44,YE,2023-07-23
507,lanivtsi,49.8734,26.078,289.51,68,66,4.2,UA,2023-07-23
508,tortoli,39.9266,9.6592,302.46,44,51,3.18,IT,2023-07-23
509,taoudenni,22.6762,-3.9805,312.11,18,16,2.95,ML,2023-07-23
510,mumford,42.9924,-77.8603,299.2,72,59,2.64,US,2023-07-23
511,dunaivtsi,48.8866,26.8477,288.97,65,9,2.57,UA,2023-07-23
512,griffith,-34.2871,146.0551,281.02,81,0,1.49,AU,2023-07-23
513,huocheng,44.054,80.8767,295.27,35,0,3.36,CN,2023-07-23
514,liberia,10.6333,-85.4363,302.7,70,40,3.09,CR,2023-07-23
515,la ronge,55.1005,-105.29,296.25,40,86,2.57,CA,2023-07-23
516,spas-demensk,54.4126,34.031,284.5,85,55,2.48,RU,2023-07-23
517,newnham,52.021,-0.1853,290.81,87,58,1.34,GB,2023-07-23
518,leku,-3.7801,126.8071,296.76,89,92,4.45,ID,2023-07-23
519,baotou,40.655,109.8344,297.26,44,8,2.32,CN,2023-07-23
520,molde,62.6016,8.1386,283.15,93,86,0.73,NO,2023-07-23
521,chaihe,42.2825,124.1678,295.77,84,9,2.03,CN,2023-07-23
522,atbara,17.6907,33.9807,306.91,11,17,4.72,SD,2023-07-23
523,kashgar,39.4703,75.9875,300.26,33,95,2.79,CN,2023-07-23
524,khovd,48.0006,91.6452,290.89,33,89,1.95,MN,2023-07-23
525,monrovia,6.328,-10.7978,298.18,84,100,4.27,LR,2023-07-23
526,saint-joseph,49.5345,-1.5298,287.46,94,75,1.54,FR,2023-07-23
527,bondo,46.0003,10.692,290.58,58,5,1.62,IT,2023-07-23
528,sao raimundo das mangabeiras,-7.0218,-45.4809,298.93,30,10,2.09,BR,2023-07-23
529,yanchep,-31.5499,115.6257,284.29,45,0,7.46,AU,2023-07-23
530,gombong,-7.6073,109.5142,294.48,92,47,1.03,ID,2023-07-23
531,ongjin,37.533,126.429,298.14,94,75,2.06,KR,2023-07-23
532,swan hill,-35.3393,143.5592,280.64,78,0,3.25,AU,2023-07-23
533,sola,37.5665,126.978,297.84,92,96,1.91,KR,2023-07-23
534,northam,51.0506,-4.2113,289.44,93,99,2.88,GB,2023-07-23
535,pemba,-5.1691,39.7994,297.02,84,49,5.65,TZ,2023-07-23
